naca,reynolds,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
1410,100000,4.25,0.6188,0.01439,0.00702,-0.0298,0.5972,1.0
1410,100000,4.5,0.64,0.01463,0.00718,-0.028,0.5556,1.0
1410,100000,4.75,0.6605,0.01491,0.0073,-0.0261,0.5084,1.0
1410,100000,5.0,0.6805,0.01527,0.00747,-0.0243,0.458,1.0
1410,100000,5.25,0.7005,0.01572,0.00778,-0.0226,0.4025,1.0
1410,100000,5.5,0.7189,0.01637,0.00814,-0.0208,0.334,1.0
1410,100000,5.75,0.7346,0.01749,0.00877,-0.0188,0.249,1.0
1410,100000,6.0,0.7492,0.01913,0.00985,-0.0168,0.1791,1.0
1410,100000,6.25,0.7667,0.02064,0.01105,-0.0151,0.1466,1.0
1410,100000,6.5,0.7867,0.02202,0.01224,-0.0138,0.1295,1.0
1410,100000,6.75,0.8092,0.02321,0.01342,-0.0128,0.1178,1.0
1410,100000,7.0,0.8331,0.02473,0.01492,-0.012,0.1108,1.0
1410,100000,7.25,0.8578,0.02612,0.01638,-0.0113,0.105,1.0
1410,100000,7.5,0.8826,0.02802,0.01822,-0.0109,0.0996,1.0
1410,100000,7.75,0.9059,0.02945,0.01995,-0.0099,0.0948,1.0
1410,100000,8.0,0.9293,0.03123,0.0219,-0.0092,0.0911,1.0
1410,100000,8.25,0.9522,0.03403,0.02465,-0.0089,0.0869,1.0
1410,100000,8.5,0.9697,0.03575,0.02693,-0.0071,0.0839,1.0
1410,100000,8.75,0.9862,0.03829,0.02993,-0.0055,0.0814,1.0
1410,100000,9.0,1.0032,0.04048,0.03238,-0.0043,0.0778,1.0
1410,100000,9.25,1.0205,0.0434,0.03531,-0.0036,0.0746,1.0
1410,100000,9.5,1.0278,0.04797,0.04029,-0.0019,0.0735,1.0
1410,100000,9.75,1.0294,0.05126,0.04416,0.0006,0.0726,1.0
1410,100000,10.0,1.0255,0.0551,0.04852,0.0031,0.0718,1.0
1410,100000,10.25,1.0169,0.05937,0.05322,0.0053,0.0713,1.0
1410,100000,10.5,1.0042,0.06396,0.05813,0.0072,0.0715,1.0
1410,100000,10.75,0.9889,0.06865,0.06305,0.0088,0.0721,1.0
1410,100000,11.0,0.9729,0.07343,0.06797,0.01,0.0728,1.0
1410,100000,11.25,0.9687,0.07868,0.07332,0.0102,0.0742,1.0
1410,100000,11.5,0.6842,0.10055,0.09574,-0.001,0.1018,1.0
1410,100000,11.75,0.6961,0.10314,0.09836,0.0011,0.1008,1.0
1410,1000000,-16.5,-0.9565,0.12163,0.11966,0.0079,1.0,0.009
1410,1000000,-16.25,-1.0222,0.10434,0.10221,-0.0013,1.0,0.0088
1410,1000000,-16.0,-1.087,0.08827,0.086,-0.0102,1.0,0.0085
1410,1000000,-15.75,-1.1528,0.07198,0.0695,-0.0197,1.0,0.0082
1410,1000000,-15.5,-1.2031,0.05747,0.05473,-0.0298,1.0,0.0081
1410,1000000,-15.25,-1.2301,0.04798,0.04502,-0.0374,1.0,0.008
1410,1000000,-15.0,-1.2442,0.04164,0.03848,-0.0426,1.0,0.0081
1410,1000000,-14.75,-1.2521,0.03738,0.03407,-0.0451,1.0,0.0081
1410,1000000,-14.5,-1.2567,0.03434,0.03087,-0.0457,1.0,0.0082
1410,1000000,-14.25,-1.2584,0.03207,0.02847,-0.045,1.0,0.0084
1410,1000000,-14.0,-1.2578,0.03028,0.02655,-0.0433,1.0,0.0085
1410,1000000,-13.75,-1.2536,0.02882,0.02497,-0.0413,1.0,0.0086
1410,1000000,-13.5,-1.2436,0.02745,0.02347,-0.04,1.0,0.0088
1410,1000000,-13.25,-1.2307,0.02623,0.02211,-0.0388,1.0,0.009
1410,1000000,-13.0,-1.2155,0.02516,0.02092,-0.0377,1.0,0.0092
1410,1000000,-12.75,-1.1982,0.02424,0.01989,-0.0368,1.0,0.0093
1410,1000000,-12.5,-1.1894,0.02229,0.01774,-0.035,1.0,0.0098
1410,1000000,-12.25,-1.1735,0.02107,0.01642,-0.0339,1.0,0.0102
1410,1000000,-12.0,-1.154,0.02023,0.01551,-0.0331,1.0,0.0106
1410,1000000,-11.75,-1.1333,0.01952,0.01472,-0.0323,1.0,0.011
1410,1000000,-11.5,-1.112,0.01885,0.01398,-0.0316,1.0,0.0115
1410,1000000,-11.25,-1.0902,0.01825,0.0133,-0.0308,1.0,0.012
1410,1000000,-11.0,-1.0676,0.01775,0.01273,-0.0302,1.0,0.0124
1410,1000000,-10.75,-1.0491,0.01669,0.01156,-0.029,1.0,0.0133
1410,1000000,-10.5,-1.0273,0.01612,0.01096,-0.0282,1.0,0.0142
1410,1000000,-10.25,-1.0045,0.01569,0.0105,-0.0274,1.0,0.0149
1410,1000000,-10.0,-0.9818,0.01529,0.01006,-0.0266,1.0,0.0158
1410,1000000,-9.75,-0.9588,0.01496,0.00967,-0.0258,1.0,0.0163
1410,1000000,-9.5,-0.9387,0.01425,0.00893,-0.0246,1.0,0.018
1410,1000000,-9.25,-0.9154,0.01401,0.0087,-0.0238,1.0,0.0192
1410,1000000,-9.0,-0.8919,0.01382,0.00849,-0.023,1.0,0.0205
1410,1000000,-8.75,-0.8681,0.01372,0.00836,-0.0222,1.0,0.0213
1410,1000000,-8.5,-0.8482,0.01306,0.00767,-0.0209,1.0,0.0231
1410,1000000,-8.25,-0.8256,0.01284,0.00746,-0.0199,1.0,0.0244
1410,1000000,-8.0,-0.803,0.01264,0.00725,-0.0189,1.0,0.0257
1410,1000000,-7.75,-0.7802,0.01249,0.00707,-0.018,1.0,0.0268
1410,1000000,-7.5,-0.7571,0.01244,0.007,-0.017,1.0,0.0275
1410,1000000,-7.25,-0.7376,0.01172,0.00621,-0.0156,1.0,0.0295
1410,1000000,-7.0,-0.7124,0.01138,0.00587,-0.0153,0.9997,0.031
1410,1000000,-6.75,-0.6783,0.01111,0.00559,-0.0168,0.9983,0.0325
1410,1000000,-6.5,-0.6437,0.01087,0.00533,-0.0183,0.9968,0.0339
1410,1000000,-6.25,-0.6087,0.01064,0.00507,-0.02,0.9953,0.0349
1410,1000000,-6.0,-0.574,0.01023,0.00461,-0.0216,0.9941,0.0363
1410,1000000,-5.75,-0.5418,0.00979,0.00415,-0.0226,0.9916,0.0387
1410,1000000,-5.5,-0.5078,0.00949,0.00385,-0.024,0.9893,0.0407
1410,1000000,-5.25,-0.4729,0.00924,0.00358,-0.0256,0.9874,0.0426
1410,1000000,-5.0,-0.4372,0.00901,0.00333,-0.0274,0.9859,0.044
1410,1000000,-4.75,-0.4012,0.0087,0.00301,-0.0291,0.9846,0.0473
1410,1000000,-4.5,-0.3705,0.00842,0.00276,-0.0298,0.9801,0.0529
1410,1000000,-4.25,-0.338,0.0081,0.00252,-0.0308,0.9763,0.0683
1410,1000000,-4.0,-0.3069,0.00775,0.00231,-0.0315,0.9721,0.0954
1410,1000000,-3.75,-0.279,0.00747,0.00213,-0.0315,0.9649,0.1204
1410,1000000,-3.5,-0.2505,0.0072,0.00197,-0.0316,0.9582,0.1479
1410,1000000,-3.25,-0.2235,0.00696,0.00182,-0.0314,0.9495,0.1764
1410,1000000,-3.0,-0.1968,0.00673,0.0017,-0.0311,0.9399,0.2068
1410,1000000,-2.75,-0.1701,0.00652,0.00158,-0.0307,0.93,0.24
1410,1000000,-2.5,-0.1437,0.00632,0.00148,-0.0303,0.9181,0.2754
1410,1000000,-2.25,-0.117,0.00615,0.00138,-0.03,0.9054,0.3061
1410,1000000,-2.0,-0.0907,0.00591,0.00126,-0.0296,0.8916,0.3497
1410,1000000,-1.75,-0.0653,0.00553,0.00119,-0.0291,0.8765,0.4488
1410,1000000,-1.5,-0.0385,0.00543,0.00114,-0.0287,0.8598,0.4887
1410,1000000,-1.0,0.0157,0.00533,0.00104,-0.0281,0.8217,0.5346
1410,1000000,-0.75,0.0425,0.00524,0.001,-0.0278,0.8017,0.5679
1410,1000000,-0.5,0.0691,0.00515,0.00098,-0.0274,0.7811,0.6089
1410,1000000,-0.25,0.0954,0.00502,0.00097,-0.027,0.7599,0.6664
1410,1000000,0.0,0.1213,0.00491,0.00097,-0.0265,0.7374,0.7238
1410,1000000,0.25,0.1473,0.00485,0.00099,-0.0259,0.7139,0.7706
1410,1000000,0.5,0.1728,0.00482,0.00102,-0.0252,0.6876,0.8154
1410,1000000,0.75,0.1984,0.00482,0.00106,-0.0245,0.6609,0.855
1410,1000000,1.0,0.2235,0.00485,0.00111,-0.0236,0.6365,0.8925
1410,1000000,1.25,0.2487,0.00492,0.00118,-0.0228,0.6119,0.9236
1410,1000000,1.5,0.2746,0.00507,0.00124,-0.0221,0.5785,0.9473
1410,1000000,1.75,0.3033,0.00528,0.00131,-0.0221,0.5376,0.9642
1410,1000000,2.0,0.3351,0.00545,0.00138,-0.0229,0.5097,0.976
1410,1000000,2.25,0.3672,0.00562,0.00145,-0.0238,0.4839,0.9845
1410,1000000,2.5,0.4029,0.00584,0.00153,-0.0256,0.4467,0.9881
1410,1000000,2.75,0.4386,0.00604,0.00162,-0.0273,0.4175,0.9921
1410,1000000,3.0,0.4743,0.00629,0.00172,-0.0292,0.3812,0.9954
1410,1000000,3.25,0.5098,0.00657,0.00183,-0.031,0.3387,0.9979
1410,1000000,3.5,0.5435,0.00689,0.00197,-0.0325,0.2947,1.0
1410,1000000,3.75,0.5668,0.00719,0.00211,-0.0317,0.2545,1.0
1410,1000000,4.0,0.59,0.00752,0.00226,-0.0308,0.2165,1.0
1410,1000000,4.25,0.6132,0.00786,0.00244,-0.03,0.1802,1.0
1410,1000000,4.5,0.6362,0.00822,0.00264,-0.0291,0.1458,1.0
1410,1000000,4.75,0.6592,0.00861,0.00287,-0.0283,0.1138,1.0
1410,1000000,5.0,0.6823,0.009,0.00312,-0.0274,0.0844,1.0
1410,1000000,5.25,0.7051,0.00944,0.00341,-0.0265,0.0578,1.0
1410,1000000,5.5,0.7291,0.00978,0.00369,-0.0257,0.0479,1.0
1410,1000000,5.75,0.7536,0.01008,0.00396,-0.0251,0.0438,1.0
1410,1000000,6.0,0.7779,0.01044,0.00432,-0.0244,0.0404,1.0
1410,1000000,6.25,0.8032,0.0107,0.00461,-0.0239,0.0395,1.0
1410,1000000,6.5,0.8286,0.01095,0.00489,-0.0234,0.0383,1.0
1410,1000000,6.75,0.8538,0.01123,0.00519,-0.023,0.037,1.0
1410,1000000,7.0,0.8789,0.01154,0.00552,-0.0225,0.0354,1.0
1410,1000000,7.25,0.9034,0.01194,0.00593,-0.0219,0.0337,1.0
1410,1000000,7.5,0.9259,0.0126,0.00665,-0.0211,0.0316,1.0
1410,1000000,7.75,0.9512,0.01288,0.00697,-0.0207,0.0311,1.0
1410,1000000,8.0,0.9767,0.01313,0.00725,-0.0203,0.0302,1.0
1410,1000000,8.25,1.0017,0.01344,0.00759,-0.0199,0.0292,1.0
1410,1000000,8.5,1.0265,0.01377,0.00794,-0.0195,0.028,1.0
1410,1000000,8.75,1.051,0.01414,0.00831,-0.019,0.0266,1.0
1410,1000000,9.0,1.0705,0.0151,0.00934,-0.0179,0.0244,1.0
1410,1000000,9.25,1.0967,0.01522,0.00947,-0.0177,0.0239,1.0
1410,1000000,9.5,1.1221,0.01544,0.00973,-0.0174,0.0229,1.0
1410,1000000,9.75,1.1471,0.0157,0.01001,-0.017,0.0217,1.0
1410,1000000,10.0,1.1717,0.01599,0.01029,-0.0166,0.0203,1.0
1410,1000000,10.25,1.1925,0.0167,0.01103,-0.0157,0.0186,1.0
1410,1000000,10.5,1.2175,0.01691,0.01127,-0.0154,0.0178,1.0
1410,1000000,10.75,1.2415,0.01723,0.01161,-0.0149,0.0166,1.0
1410,1000000,11.0,1.2645,0.01764,0.01202,-0.0144,0.0154,1.0
1410,1000000,11.25,1.2831,0.01848,0.01291,-0.0132,0.0141,1.0
1410,1000000,11.5,1.3049,0.01896,0.01345,-0.0124,0.0135,1.0
1410,1000000,11.75,1.3257,0.01951,0.01405,-0.0116,0.0128,1.0
1410,1000000,12.0,1.3458,0.02011,0.01468,-0.0107,0.0121,1.0
1410,1000000,12.25,1.3633,0.02091,0.01552,-0.0094,0.0113,1.0
1410,1000000,12.5,1.3754,0.02212,0.01685,-0.0075,0.0106,1.0
1410,1000000,12.75,1.393,0.02279,0.01759,-0.0063,0.0103,1.0
1410,1000000,13.0,1.408,0.02357,0.01846,-0.0048,0.0099,1.0
1410,1000000,13.25,1.4195,0.02442,0.01939,-0.0028,0.0096,1.0
1410,1000000,13.5,1.4296,0.02536,0.02041,-0.0007,0.0093,1.0
1410,1000000,13.75,1.4386,0.02641,0.02154,0.0013,0.009,1.0
1410,1000000,14.0,1.4455,0.02765,0.02286,0.0033,0.0088,1.0
1410,1000000,14.25,1.4491,0.02921,0.02452,0.0052,0.0085,1.0
1410,1000000,14.5,1.4477,0.03132,0.02674,0.007,0.0082,1.0
1410,1000000,14.75,1.4397,0.03424,0.02984,0.0084,0.008,1.0
1410,1000000,15.0,1.4338,0.03729,0.03304,0.009,0.0079,1.0
1410,1000000,15.25,1.4348,0.03985,0.03572,0.009,0.0078,1.0
1410,1000000,15.5,1.4336,0.04288,0.03889,0.0085,0.0077,1.0
1410,1000000,15.75,1.43,0.04644,0.04258,0.0075,0.0076,1.0
1410,1000000,16.0,1.4231,0.05066,0.04695,0.006,0.0076,1.0
1410,1000000,16.25,1.4136,0.05553,0.05195,0.0038,0.0075,1.0
1410,1000000,16.5,1.4001,0.06119,0.05777,0.0011,0.0074,1.0
1410,1000000,16.75,1.383,0.06768,0.0644,-0.0022,0.0074,1.0
1410,1000000,17.0,1.3614,0.07502,0.0719,-0.0059,0.0074,1.0
1410,1000000,17.25,1.3368,0.08318,0.08021,-0.0101,0.0074,1.0
1410,1000000,17.5,1.3084,0.09219,0.08937,-0.0148,0.0074,1.0
1410,1000000,17.75,1.277,0.10207,0.0994,-0.0199,0.0075,1.0
1410,1000000,18.0,1.2447,0.1123,0.10978,-0.0251,0.0076,1.0
1410,1000000,18.25,1.2131,0.12281,0.12041,-0.0306,0.0076,1.0
1410,200000,-10.5,-0.71,0.07275,0.06906,-0.0326,1.0,0.0439
1410,200000,-10.25,-0.7278,0.06615,0.06242,-0.0369,1.0,0.0431
1410,200000,-10.0,-0.7513,0.06061,0.05676,-0.0389,1.0,0.0424
1410,200000,-9.75,-0.7729,0.05498,0.0509,-0.0392,1.0,0.0418
1410,200000,-9.5,-0.7885,0.04923,0.04481,-0.0387,1.0,0.0416
1410,200000,-9.25,-0.7967,0.04395,0.03908,-0.0373,1.0,0.0417
1410,200000,-9.0,-0.7977,0.03935,0.03397,-0.0355,1.0,0.0422
1410,200000,-8.75,-0.792,0.03563,0.02974,-0.0335,1.0,0.043
1410,200000,-8.5,-0.7808,0.03353,0.02712,-0.0315,1.0,0.0445
1410,200000,-8.25,-0.7694,0.02983,0.02324,-0.0302,1.0,0.0467
1410,200000,-8.0,-0.751,0.02851,0.02182,-0.029,1.0,0.0489
1410,200000,-7.75,-0.7327,0.0269,0.01995,-0.0276,1.0,0.0511
1410,200000,-7.5,-0.7135,0.02571,0.01845,-0.0261,1.0,0.0539
1410,200000,-7.25,-0.695,0.0237,0.01614,-0.0247,1.0,0.0561
1410,200000,-7.0,-0.6745,0.02228,0.0147,-0.0236,1.0,0.0588
1410,200000,-6.75,-0.6533,0.02147,0.01382,-0.0225,1.0,0.062
1410,200000,-6.5,-0.6316,0.02057,0.01275,-0.0213,1.0,0.0647
1410,200000,-6.25,-0.6095,0.01991,0.0119,-0.0201,1.0,0.0669
1410,200000,-6.0,-0.5886,0.01836,0.01036,-0.0191,1.0,0.0704
1410,200000,-5.75,-0.5668,0.01761,0.00961,-0.018,1.0,0.0735
1410,200000,-5.5,-0.5448,0.01692,0.00886,-0.0168,1.0,0.0768
1410,200000,-5.25,-0.5227,0.01635,0.00819,-0.0157,1.0,0.0804
1410,200000,-5.0,-0.5017,0.01544,0.00737,-0.0146,1.0,0.0857
1410,200000,-4.75,-0.4796,0.0149,0.00681,-0.0135,1.0,0.0919
1410,200000,-4.5,-0.458,0.01418,0.00617,-0.0125,1.0,0.1015
1410,200000,-4.25,-0.4357,0.01356,0.00561,-0.0116,1.0,0.1215
1410,200000,-4.0,-0.4134,0.01285,0.00519,-0.0109,1.0,0.1622
1410,200000,-3.75,-0.3904,0.01232,0.00491,-0.0104,1.0,0.2141
1410,200000,-3.5,-0.3667,0.01193,0.00475,-0.01,1.0,0.2669
1410,200000,-3.25,-0.3427,0.01158,0.00457,-0.0096,1.0,0.3167
1410,200000,-3.0,-0.3188,0.01112,0.00447,-0.0094,1.0,0.3835
1410,200000,-2.75,-0.2952,0.0108,0.00452,-0.0089,1.0,0.4832
1410,200000,-2.5,-0.2716,0.01053,0.00455,-0.0083,1.0,0.5594
1410,200000,-2.25,-0.2434,0.01026,0.00464,-0.0086,0.9983,0.6371
1410,200000,-2.0,-0.2033,0.01005,0.00473,-0.0109,0.9926,0.7122
1410,200000,-1.75,-0.1639,0.00992,0.00479,-0.013,0.9859,0.776
1410,200000,-1.5,-0.1275,0.00983,0.00488,-0.0141,0.9781,0.8374
1410,200000,-1.25,-0.0875,0.00986,0.005,-0.0157,0.9721,0.8957
1410,200000,-1.0,-0.0419,0.00992,0.00507,-0.0187,0.9657,0.9375
1410,200000,-0.75,0.0144,0.00996,0.00507,-0.0241,0.9626,0.9632
1410,200000,-0.5,0.0743,0.00995,0.00502,-0.0305,0.9596,0.9797
1410,200000,-0.25,0.1355,0.00986,0.0049,-0.0372,0.9544,0.9925
1410,200000,0.0,0.1946,0.00966,0.00468,-0.0435,0.9479,1.0
1410,200000,0.25,0.2309,0.00943,0.00443,-0.0451,0.9319,1.0
1410,200000,0.5,0.259,0.00925,0.00421,-0.0449,0.9111,1.0
1410,200000,0.75,0.2851,0.00909,0.00402,-0.0442,0.8898,1.0
1410,200000,1.0,0.3094,0.00898,0.00385,-0.0431,0.8677,1.0
1410,200000,1.25,0.3328,0.00892,0.00372,-0.0417,0.8437,1.0
1410,200000,1.5,0.356,0.0089,0.00363,-0.0404,0.8182,1.0
1410,200000,1.75,0.3794,0.00893,0.00356,-0.0391,0.7917,1.0
1410,200000,2.0,0.4029,0.00899,0.00351,-0.0379,0.7643,1.0
1410,200000,2.25,0.4265,0.00909,0.00351,-0.0367,0.7359,1.0
1410,200000,2.5,0.45,0.00922,0.00354,-0.0355,0.7069,1.0
1410,200000,2.75,0.4734,0.00937,0.00358,-0.0344,0.6759,1.0
1410,200000,3.0,0.4966,0.00956,0.00364,-0.0332,0.6442,1.0
1410,200000,3.25,0.52,0.00976,0.00373,-0.0321,0.614,1.0
1410,200000,3.5,0.543,0.01,0.00383,-0.0309,0.5812,1.0
1410,200000,3.75,0.5655,0.01025,0.00396,-0.0297,0.5422,1.0
1410,200000,4.0,0.5876,0.01055,0.00408,-0.0285,0.5002,1.0
1410,200000,4.25,0.6101,0.01086,0.00425,-0.0273,0.4602,1.0
1410,200000,4.5,0.6329,0.01119,0.00447,-0.0263,0.4219,1.0
1410,200000,4.75,0.6553,0.01158,0.00471,-0.0253,0.3796,1.0
1410,200000,5.0,0.6774,0.01203,0.00499,-0.0243,0.3303,1.0
1410,200000,5.25,0.6986,0.01262,0.00534,-0.0232,0.2733,1.0
1410,200000,5.5,0.7185,0.01342,0.00581,-0.022,0.2047,1.0
1410,200000,5.75,0.7367,0.01456,0.0065,-0.0207,0.1343,1.0
1410,200000,6.0,0.7553,0.01572,0.00737,-0.0193,0.1011,1.0
1410,200000,6.25,0.776,0.0166,0.0082,-0.0181,0.0886,1.0
1410,200000,6.5,0.7975,0.01743,0.00907,-0.0169,0.082,1.0
1410,200000,6.75,0.8191,0.01824,0.00987,-0.0159,0.0768,1.0
1410,200000,7.0,0.8397,0.01937,0.01098,-0.0148,0.0726,1.0
1410,200000,7.25,0.8627,0.02017,0.01186,-0.0139,0.0693,1.0
1410,200000,7.5,0.8854,0.02106,0.01281,-0.0131,0.0662,1.0
1410,200000,7.75,0.9073,0.0222,0.01391,-0.0123,0.0628,1.0
1410,200000,8.0,0.9298,0.02371,0.01551,-0.0115,0.0603,1.0
1410,200000,8.25,0.9528,0.02466,0.01663,-0.0107,0.0577,1.0
1410,200000,8.5,0.9749,0.02563,0.01771,-0.0099,0.0546,1.0
1410,200000,8.75,0.9966,0.02692,0.01903,-0.0092,0.0519,1.0
1410,200000,9.0,1.0165,0.0294,0.02169,-0.0083,0.0493,1.0
1410,200000,9.25,1.036,0.03055,0.02313,-0.0071,0.047,1.0
1410,200000,9.5,1.0546,0.03219,0.02499,-0.0059,0.0447,1.0
1410,200000,9.75,1.0726,0.03356,0.02647,-0.0048,0.0425,1.0
1410,200000,10.0,1.0863,0.0371,0.03012,-0.0039,0.0402,1.0
1410,200000,10.25,1.0951,0.03919,0.03267,-0.0017,0.039,1.0
1410,200000,10.5,1.101,0.04192,0.03583,0.0006,0.0379,1.0
1410,200000,10.75,1.1024,0.04501,0.03932,0.003,0.0369,1.0
1410,200000,11.0,1.1004,0.04808,0.04272,0.0055,0.0359,1.0
1410,200000,11.25,1.0968,0.05084,0.04574,0.0077,0.035,1.0
1410,200000,11.5,1.0937,0.05292,0.04795,0.0101,0.0341,1.0
1410,200000,11.75,1.0992,0.05447,0.04949,0.0114,0.033,1.0
1410,200000,12.0,1.0874,0.05764,0.05283,0.0131,0.0327,1.0
1410,200000,12.25,1.0654,0.06199,0.05744,0.0139,0.0327,1.0
1410,50000,-8.25,-0.519,0.09606,0.08875,0.0124,1.0,0.3712
1410,50000,-8.0,-0.5138,0.09287,0.08559,0.013,1.0,0.3877
1410,50000,-7.75,-0.6636,0.06363,0.05616,-0.0284,1.0,0.1667
1410,50000,-7.5,-0.6549,0.05879,0.05114,-0.0284,1.0,0.1638
1410,50000,-7.25,-0.6487,0.05377,0.04587,-0.0285,1.0,0.1604
1410,50000,-7.0,-0.6436,0.04872,0.04037,-0.0283,1.0,0.1576
1410,50000,-6.75,-0.633,0.04499,0.03623,-0.0274,1.0,0.1602
1410,50000,-6.5,-0.6208,0.04144,0.03215,-0.0264,1.0,0.1632
1410,50000,-6.25,-0.6054,0.03812,0.02822,-0.0252,1.0,0.165
1410,50000,-6.0,-0.5863,0.03523,0.02503,-0.0241,1.0,0.1682
1410,50000,-5.75,-0.5653,0.03316,0.02282,-0.023,1.0,0.1753
1410,50000,-5.5,-0.5446,0.03113,0.02049,-0.0219,1.0,0.1851
1410,50000,-5.25,-0.5221,0.02923,0.01822,-0.0208,1.0,0.1956
1410,50000,-5.0,-0.4987,0.02742,0.01639,-0.0197,1.0,0.209
1410,50000,-4.75,-0.4761,0.02588,0.01491,-0.0186,1.0,0.2303
1410,50000,-4.5,-0.4539,0.02443,0.01356,-0.0173,1.0,0.2622
1410,50000,-4.25,-0.4321,0.02285,0.01222,-0.016,1.0,0.3107
1410,50000,-4.0,-0.4116,0.02133,0.01122,-0.0143,1.0,0.3819
1410,50000,-3.75,-0.3947,0.0204,0.01086,-0.0115,1.0,0.4712
1410,50000,-3.5,-0.379,0.01945,0.01046,-0.0079,1.0,0.5738
1410,50000,-3.25,-0.3655,0.01883,0.01038,-0.0029,1.0,0.6774
1410,50000,-3.0,-0.3522,0.01862,0.01049,0.003,1.0,0.7764
1410,50000,-2.75,-0.3183,0.019,0.01088,0.0063,1.0,0.8739
1410,50000,-2.5,-0.1443,0.0199,0.01078,-0.0174,1.0,0.9741
1410,50000,-2.25,-0.0704,0.01907,0.00959,-0.0285,1.0,1.0
1410,50000,-2.0,-0.0733,0.01848,0.00897,-0.0255,1.0,1.0
1410,50000,-1.75,-0.0774,0.01804,0.00848,-0.0219,1.0,1.0
1410,50000,-1.5,-0.0796,0.01776,0.00813,-0.0181,1.0,1.0
1410,50000,-1.25,-0.078,0.01762,0.00789,-0.0147,1.0,1.0
1410,50000,-1.0,-0.0726,0.01759,0.00775,-0.0118,1.0,1.0
1410,50000,-0.75,-0.0637,0.01765,0.00769,-0.0094,1.0,1.0
1410,50000,-0.5,-0.0521,0.01779,0.00771,-0.0075,1.0,1.0
1410,50000,-0.25,-0.0384,0.01799,0.00781,-0.0059,1.0,1.0
1410,50000,0.0,-0.0235,0.01825,0.00799,-0.0047,1.0,1.0
1410,50000,0.25,-0.0078,0.01858,0.00824,-0.0037,1.0,1.0
1410,50000,0.5,0.0083,0.01897,0.00858,-0.0029,1.0,1.0
1410,50000,0.75,0.0247,0.01944,0.009,-0.0023,1.0,1.0
1410,50000,1.0,0.0411,0.01998,0.00951,-0.0019,1.0,1.0
1410,50000,1.25,0.0575,0.02061,0.01011,-0.0017,1.0,1.0
1410,50000,1.5,0.0737,0.02131,0.01081,-0.0016,1.0,1.0
1410,50000,1.75,0.0959,0.02215,0.01166,-0.0029,0.9974,1.0
1410,50000,2.0,0.1652,0.02338,0.01298,-0.0125,0.9751,1.0
1410,50000,2.25,0.2277,0.02431,0.01403,-0.0204,0.9505,1.0
1410,50000,2.5,0.2862,0.02502,0.0149,-0.027,0.9248,1.0
1410,50000,2.75,0.3508,0.02545,0.01553,-0.034,0.8998,1.0
1410,50000,3.0,0.4088,0.02562,0.01594,-0.0391,0.8729,1.0
1410,50000,3.25,0.4605,0.02555,0.01611,-0.0424,0.8451,1.0
1410,50000,3.5,0.5079,0.02526,0.01604,-0.0442,0.8164,1.0
1410,50000,3.75,0.5495,0.02482,0.0158,-0.0442,0.7864,1.0
1410,50000,4.0,0.5851,0.02434,0.01549,-0.0429,0.7547,1.0
1410,50000,4.25,0.6168,0.0238,0.01506,-0.0406,0.7209,1.0
1410,50000,4.5,0.6424,0.02346,0.01478,-0.0374,0.6826,1.0
1410,50000,4.75,0.6673,0.02306,0.01435,-0.0339,0.6411,1.0
1410,50000,5.0,0.6883,0.02298,0.0142,-0.0303,0.5934,1.0
1410,50000,5.25,0.7075,0.02303,0.0141,-0.0266,0.5382,1.0
1410,50000,5.5,0.7243,0.02322,0.01397,-0.0227,0.4725,1.0
1410,50000,5.75,0.7375,0.02385,0.01417,-0.0189,0.3939,1.0
1410,50000,6.0,0.7505,0.02512,0.01489,-0.0156,0.3142,1.0
1410,50000,6.25,0.7679,0.02693,0.0162,-0.0134,0.2552,1.0
1410,50000,6.5,0.7889,0.02874,0.01772,-0.012,0.2181,1.0
1410,50000,6.75,0.8132,0.03077,0.01975,-0.011,0.1956,1.0
1410,50000,7.0,0.8385,0.03299,0.02203,-0.0102,0.1817,1.0
1410,50000,7.25,0.8626,0.03522,0.02428,-0.0095,0.1705,1.0
1410,50000,7.5,0.8838,0.03736,0.02669,-0.0084,0.1604,1.0
1410,50000,7.75,0.9044,0.04029,0.02995,-0.0074,0.1551,1.0
1410,50000,8.0,0.9199,0.04354,0.03377,-0.0059,0.1517,1.0
1410,50000,8.25,0.9349,0.04661,0.0372,-0.0045,0.1471,1.0
1410,50000,8.5,0.9514,0.04983,0.0405,-0.0036,0.1419,1.0
1410,50000,8.75,0.9555,0.05398,0.04523,-0.0018,0.1407,1.0
1410,50000,9.0,0.9562,0.05864,0.05037,-0.0003,0.1408,1.0
1410,50000,9.25,0.9525,0.06359,0.05571,0.001,0.1412,1.0
1410,50000,9.5,0.9447,0.06874,0.06118,0.0019,0.1417,1.0
1410,50000,9.75,0.935,0.07407,0.06672,0.0024,0.1422,1.0
1410,50000,10.0,0.9255,0.07954,0.07237,0.0025,0.143,1.0
1410,50000,10.25,0.8529,0.09051,0.08353,-0.0025,0.158,1.0
1410,500000,-13.5,-0.7901,0.10688,0.10456,-0.0001,1.0,0.0169
1410,500000,-13.25,-1.0099,0.05267,0.04964,-0.0381,1.0,0.0142
1410,500000,-13.0,-1.0303,0.04578,0.0425,-0.0436,1.0,0.0142
1410,500000,-12.75,-1.041,0.04173,0.03825,-0.0455,1.0,0.0144
